,transcipt,speakers,file,batch,start,end,start_rounded,end_rounded,log_mean_pitch,log_stdev_pitch,pitch_rate_of_change_log_variance,pitch_2_percentile,pitch_25_percentile,pitch_50_percentile,pitch_75_percentile,pitch_98_percentile,word_count,duration
1966,"-- that your theory assumes that people are going to pay a tax and break the law by not buying insurance, but they wouldn't do it when the tax is zero. That -- that makes less sense. But moving on from that, on to the substance, okay? In NFIB, we said at least four times by my count that individuals cannot be compelled to buy health insurance under the Commerce Clause. They could only be asked to make a choice under the tax clause. Now the individual plaintiffs here still believe that there's a command, contrary to what NFIB said, that they must buy health insurance. What -- your only remedy would be to say that provision's unconstitutional under the Commerce Clause and it's unconstitutional under the tax clause. But I don't understand why you're entitled to greater relief when NFIB only says -- it already says it's unconstitutional. We could say it's unconstitutional now. But you're arguing that somehow us saying it a second time would convince Congress that it could command you to do something we said it couldn't do. Again, does that logic make sense?",Sonia_Sotomayor,19-840,47,4366.38,4462.195,4366,4462,5.580131827764591,0.19578862178973253,0.0028425680452982627,179.73069985652097,233.08188075904494,266.19869962824436,300.528856485967,417.7105332182284,188,95.8149999999996
1967,"Yes, Mr. Hawkins, continuing on on the merits, I -- I'm not sure I understand the position. In NFIB, we held that the ACAA -- that the ACA was not an unconstitutional command. So I would think that that has to be the starting point. Now, since then, there has been the change -- this change, and -- and -- and -- and in this change, where Congress reduces the penalty to zero, Congress has made the law less coercive. So how does it make sense to say that what was not an unconstitutional command before has become an unconstitutional command now, given the far lesser degree of coercive force?",Elena_Kagan,19-840,48,4533.345,4576.19000005,4533,4576,5.407854662313327,0.19803361241471557,0.0011840311322914156,170.6259238017108,192.63059450929475,212.505992363466,243.40231236547504,374.29355081837645,110,42.845000049999726
1968,"Excuse me, if I might interrupt, General. I think you have to accept that holding because that holding is what allowed the ACA to remain in existence all this time. I mean, so, however it was, that it was four plus one and what exactly that one said, the holding of the Court was that the ACA was not an unconstitutional command.",Elena_Kagan,19-840,49,4597.98,4617.895,4598,4618,5.531980374434549,0.1854053732195213,0.0014742373476251192,184.9972113558172,226.44649206156825,245.51937137864914,275.58617649730814,398.6636201516003,62,19.915000000000873
1969,"-- you're just disputing the premise of what we held in NFIB, which has, you know -- which I -- I don't think you can dispute, but let me go on. So 5000A(e) says that a class of people -- and these are mostly poor people, who are subject to the mandate but have -- those people are subject to the mandate but have never had to pay anything. So do you think that in NFIB, what we really should have concluded was that those people were subject to a command, whereas everyone else had a lawful choice?",Elena_Kagan,19-840,50,4650.43,4684.81000005,4650,4685,5.495907491982907,0.2011179211565238,0.0017794227283002614,184.9972113558172,208.85526660911424,234.43211035826653,272.42079928303684,387.31495492102505,98,34.38000004999958
1970,"I mean, doesn't it seem exactly backwards, General, to say that those people who'd never had to pay a thing were subject to a command, when people who did have to pay, who felt the coercive power of government, did not, were not subject to a command?",Elena_Kagan,19-840,51,4706.23,4722.32500005,4706,4722,5.718767649346934,0.23085120835675157,0.0024181970044080525,204.08500572708806,254.17759331190004,312.9293240034019,369.9944227116344,453.7325304805987,47,16.095000050000635
1971,"Well, I -- I'd like to pick up on that, on the merits, Mr. Hawkins. And good morning. As I understood Mr. Verrilli, his argument on the merits is that this is still necessary and proper to the taxing power. And that coercive authority is still in play; it's just that Congress has chosen to set it at zero and wants to -- the flexibility of retaining that provision in law because it might choose later to increase the tax again. What do you -- what do you say to that response?",Neil_Gorsuch,19-840,52,4753.38,4789.705,4753,4790,5.010136334499087,0.13167680437291454,0.0011484526551769688,112.98915964887617,138.39175867849053,147.682975305829,160.1218501126406,199.84079226933605,92,36.32499999999982
1972,"Let -- let me turn to the remedial question here, and if you could address it with respect to the individual plaintiffs. They've asked for declaratory and injunctive relief. I guess I'm a little unclear who exactly they want me to enjoin and what exactly they want me to enjoin them from doing.",Neil_Gorsuch,19-840,53,4832.12,4849.88499995,4832,4850,5.000598347162521,0.2256662612803428,0.0006459082892633491,123.37126576657211,128.565497341737,134.25813813363857,162.45290470214624,277.4074293473515,53,17.764999949999947
1973,"Good morning, General Hawkins. Assume for purposes of my questions that there is standing, just assume that. On the merits of the mandate before we get to severability, I want to follow up briefly on Justice Breyer's questions because my understanding might be a little different from his about the existence of other laws. I think, when I asked General Mongan, he agreed with me that there are no examples in the U.S. Code that he's aware of where Congress has enacted a true mandate to do something, to purchase a good or service, not something hortatory, but a true mandate with no penalties. Are -- is that right?",Brett_M_Kavanaugh,19-840,54,4940.89,4980.67,4941,4981,5.182749016248369,0.1328567214928174,0.0009813057570979792,147.682975305829,162.92073075152206,174.61411571650194,189.3213161937526,259.04002797459594,109,39.779999999999745
1974,"Then, on -- on severability, if the mandate can't be justified or the mandate as currently structured -- I'm using that, the term ""mandate"" -- I understand the arguments from the other side about that term -- but the mandate as currently structured can't be justified under the Commerce or Taxing or Necessary and Proper Clauses, we get to severability, and looking at our severability precedents, it does seem fairly clear that the proper remedy would be to sever the mandate provision and leave the rest of the Act in place, the provisions regarding preexisting conditions and the rest. So the question to you, obviously, is, how do you get around those precedents on severability, which seem on point here?",Brett_M_Kavanaugh,19-840,55,4999.84,5049.595,5000,5050,5.186909161181007,0.1882406067114459,0.001216573852058012,151.1349012203898,161.0494265540188,168.66611791365605,184.19808220655835,404.13813155223215,120,49.75500000000011
1975,"If I could just -- I'm sorry to interrupt, but inseverability clauses usually are very clear, and we did indicate what they look like in AAPC and we cited an example of what they look like, and, you know, Congress knows how to write an inseverability clause, and that is not the language that they chose here. So I -- I agree with you about focusing on the text, very much agree with that, but I just am having trouble seeing that as the equivalent of an inseverability clause.",Brett_M_Kavanaugh,19-840,56,5077.96,5110.415,5078,5110,5.1472221766776975,0.1110299767457935,0.0009268420685911977,147.682975305829,158.97038553912873,170.6259238017108,180.77186920887385,240.22368756433644,89,32.45499999999993
1976,"Good morning, General Hawkins. I want to go back to Justice Gorsuch's questions about standing for the individual plaintiffs. So let's say that we agree with you that the mandate, by making them feel a legal compulsion to purchase insurance, has caused them a pocketbook injury. Why is that traceable to the defendants that the individuals have actually sued here? I mean, I can see how it's caused by or traceable to a mandate itself, but how is it traceable, say, to the IRS or to HHS? Why is it their action that's actually inflicting the injury?",Amy_Coney_Barrett,19-840,57,5213.92,5248.35,5214,5248,5.685313297097473,0.18691247027266172,0.0011918140885495546,246.4296300982734,267.74077300753,282.02769802256034,302.26980244077964,542.8332422817149,97,34.43000000000029
